"AccessControlType","ActiveDirectoryRights","AdcsSeverity","AdminCount","AffectedObjects","CACertificate","Category","CertificateRevocationList","CertificateTemplates","CheckId","CheckName","Cn","Description","Detail","DisplayName","DistinguishedName","DnsHostName","Error","EscCheckId","FileSystemRights","FindingCount","FindingDetail","flags","flatName","fSMORoleOwner","gPCFileSysPath","gPLink","GpoFolder","GptTmplPath","IdentityReference","lastLogonTimestamp","lockoutDuration","lockoutThreshold","logonHours","MatchedDangerousRights","maxPwdAge","member","memberOf","minPwdAge","minPwdLength","msDFSR-ReplicationGroupType","msDS-Behavior-Version","ms-DS-MachineAccountQuota","msDS-SupportedEncryptionTypes","ms-Mcs-AdmPwdExpirationTime","MsPKICertificateNameFlag","MsPKIEnrollmentFlag","MsPKIPrivateKeyFlag","MsPKIRASignature","MsPKITemplateMinorRevision","MsPKITemplateSchemaVersion","Name","NTSecurityDescriptor","ObjectClass","objectSid","ObjectType","OperatingSystem","operatingSystemVersion","ou","ParsedDword","PKIExtendedKeyUsage","primaryGroupID","Principal","PrincipalSID","pwdHistoryLength","pwdLastSet","pwdProperties","RawValue","RegistryKeyLine","Remediation","Result","rIDManagerReference","RuleId","SamAccountName","ScanNote","ScanTimeUtc","securityIdentifier","serverReferenceBL","servicePrincipalName","Severity","SourcePath","Title","trustAttributes","trustDirection","trustPartner","trustType","UserAccountControl","UserCertificate","versionNumber","Violations","WhenChanged","WhenCreated"
"","","","1","","","","","","ACC-002","Privileged Groups adminCount1","","Misconfiguration: security groups with adminCount=1; review membership and whether protection is expected.","","","CN=Server Operators,CN=Builtin,DC=sevenkingdoms,DC=local","","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Server Operators","","top","","","","","","","","","","","","","","","","","Fail","","","","","","","","","high","Access_Control/ACC-002_Privileged_Groups_adminCount1/adsi.ps1","","","","","","","","","","3/6/2026 2:48:57 AM","3/5/2026 11:22:11 AM"
"","","","1","","","","","","ACC-002","Privileged Groups adminCount1","","Misconfiguration: security groups with adminCount=1; review membership and whether protection is expected.","","","CN=Account Operators,CN=Builtin,DC=sevenkingdoms,DC=local","","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Account Operators","","top","","","","","","","","","","","","","","","","","Fail","","","","","","","","","high","Access_Control/ACC-002_Privileged_Groups_adminCount1/adsi.ps1","","","","","","","","","","3/6/2026 2:48:57 AM","3/5/2026 11:22:11 AM"
"","","","1","","","","","","ACC-002","Privileged Groups adminCount1","","Misconfiguration: security groups with adminCount=1; review membership and whether protection is expected.","","","CN=Read-only Domain Controllers,CN=Users,DC=sevenkingdoms,DC=local","","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Read-only Domain Controllers","","top","","","","","","","","","","","","","","","","","Fail","","","","","","","","","high","Access_Control/ACC-002_Privileged_Groups_adminCount1/adsi.ps1","","","","","","","","","","3/6/2026 2:48:57 AM","3/5/2026 11:22:11 AM"
"","","","1","","","","","","ACC-002","Privileged Groups adminCount1","","Misconfiguration: security groups with adminCount=1; review membership and whether protection is expected.","","","CN=Key Admins,CN=Users,DC=sevenkingdoms,DC=local","","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Key Admins","","top","","","","","","","","","","","","","","","","","Fail","","","","","","","","","high","Access_Control/ACC-002_Privileged_Groups_adminCount1/adsi.ps1","","","","","","","","","","3/6/2026 2:48:57 AM","3/5/2026 11:22:11 AM"
"","","","1","","","","","","ACC-002","Privileged Groups adminCount1","","Misconfiguration: security groups with adminCount=1; review membership and whether protection is expected.","","","CN=Enterprise Key Admins,CN=Users,DC=sevenkingdoms,DC=local","","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enterprise Key Admins","","top","","","","","","","","","","","","","","","","","Fail","","","","","","","","","high","Access_Control/ACC-002_Privileged_Groups_adminCount1/adsi.ps1","","","","","","","","","","3/6/2026 2:48:57 AM","3/5/2026 11:22:11 AM"
"","","","1","","","","","","ACC-002","Privileged Groups adminCount1","","Misconfiguration: security groups with adminCount=1; review membership and whether protection is expected.","","","CN=DragonRider,OU=Crownlands,DC=sevenkingdoms,DC=local","","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DragonRider","","top","","","","","","","","","","","","","","","","","Fail","","","","","","","","","high","Access_Control/ACC-002_Privileged_Groups_adminCount1/adsi.ps1","","","","","","","","","","3/6/2026 2:48:57 AM","3/5/2026 11:34:33 PM"
"","","","","","","Access_Control","","","ACC-003","Privileged Computers adminCount1","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pass","","","","","2026-04-01T06:26:19.0896802Z","","","","","","","","","","","","","","","",""
"","","","","","","Access_Control","","","ACC-004","Users with SIDHistory","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pass","","","","","2026-04-01T06:26:19.0896802Z","","","","","","","","","","","","","","","",""
"","","","","","","Access_Control","","","ACC-006","Computers with RBCD","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pass","","","","","2026-04-01T06:26:19.0896802Z","","","","","","","","","","","","","","","",""
"","","","","","","Access_Control","","","ACC-007","Users with RBCD","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pass","","","","","2026-04-01T06:26:19.0896802Z","","","","","","","","","","","","","","","",""
"","","","","","","Access_Control","","","ACC-009","KeyCredentialLink on Computers","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pass","","","","","2026-04-01T06:26:19.0896802Z","","","","","","","","","","","","","","","",""
"","","","","","","Access_Control","","","ACC-011","Trust Accounts for Delegation","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pass","","","","","2026-04-01T06:26:19.0896802Z","","","","","","","","","","","","","","","",""
"","","","","","","","","","ACC-012","Users Can Create DNS Records","","Infrastructure: Users Can Create DNS Records — DNS, time, or core service misconfiguration. Risk: each object returned is a security-relevant finding until remediated or formally accepted.","","","CN=Administrator,CN=Users,DC=sevenkingdoms,DC=local","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Administrator","","top","","","","","","","","","","","","","","","","","Fail","","","Administrator","","","","","","medium","C:\Users\acer\Music\AD_Security_Scripts_2026-02-05\Access_Control\ACC-012_Users_Can_Create_DNS_Records\adsi.ps1","","","","","","66048","","","","3/6/2026 2:48:57 AM","3/5/2026 11:16:20 AM"
"","","","","","","","","","ACC-012","Users Can Create DNS Records","","Infrastructure: Users Can Create DNS Records — DNS, time, or core service misconfiguration. Risk: each object returned is a security-relevant finding until remediated or formally accepted.","","","CN=vagrant,CN=Users,DC=sevenkingdoms,DC=local","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","vagrant","","top","","","","","","","","","","","","","","","","","Fail","","","vagrant","","","","","","medium","C:\Users\acer\Music\AD_Security_Scripts_2026-02-05\Access_Control\ACC-012_Users_Can_Create_DNS_Records\adsi.ps1","","","","","","66048","","","","4/1/2026 6:11:53 AM","3/5/2026 11:16:20 AM"
"","","","","","","","","","ACC-012","Users Can Create DNS Records","","Infrastructure: Users Can Create DNS Records — DNS, time, or core service misconfiguration. Risk: each object returned is a security-relevant finding until remediated or formally accepted.","","","CN=tywin.lannister,OU=Crownlands,DC=sevenkingdoms,DC=local","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tywin.lannister","","top","","","","","","","","","","","","","","","","","Fail","","","tywin.lannister","","","","","","medium","C:\Users\acer\Music\AD_Security_Scripts_2026-02-05\Access_Control\ACC-012_Users_Can_Create_DNS_Records\adsi.ps1","","","","","","66048","","","","3/11/2026 6:26:12 AM","3/5/2026 11:35:16 PM"
"","","","","","","","","","ACC-012","Users Can Create DNS Records","","Infrastructure: Users Can Create DNS Records — DNS, time, or core service misconfiguration. Risk: each object returned is a security-relevant finding until remediated or formally accepted.","","","CN=jaime.lannister,OU=Crownlands,DC=sevenkingdoms,DC=local","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jaime.lannister","","top","","","","","","","","","","","","","","","","","Fail","","","jaime.lannister","","","","","","medium","C:\Users\acer\Music\AD_Security_Scripts_2026-02-05\Access_Control\ACC-012_Users_Can_Create_DNS_Records\adsi.ps1","","","","","","66048","","","","3/6/2026 4:37:52 AM","3/5/2026 11:35:36 PM"
"","","","","","","","","","ACC-012","Users Can Create DNS Records","","Infrastructure: Users Can Create DNS Records — DNS, time, or core service misconfiguration. Risk: each object returned is a security-relevant finding until remediated or formally accepted.","","","CN=cersei.lannister,OU=Crownlands,DC=sevenkingdoms,DC=local","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","cersei.lannister","","top","","","","","","","","","","","","","","","","","Fail","","","cersei.lannister","","","","","","medium","C:\Users\acer\Music\AD_Security_Scripts_2026-02-05\Access_Control\ACC-012_Users_Can_Create_DNS_Records\adsi.ps1","","","","","","66048","","","","3/6/2026 4:37:55 AM","3/5/2026 11:35:55 PM"
"","","","","","","","","","ACC-012","Users Can Create DNS Records","","Infrastructure: Users Can Create DNS Records — DNS, time, or core service misconfiguration. Risk: each object returned is a security-relevant finding until remediated or formally accepted.","","","CN=tyron.lannister,OU=Westerlands,DC=sevenkingdoms,DC=local","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tyron.lannister","","top","","","","","","","","","","","","","","","","","Fail","","","tyron.lannister","","","","","","medium","C:\Users\acer\Music\AD_Security_Scripts_2026-02-05\Access_Control\ACC-012_Users_Can_Create_DNS_Records\adsi.ps1","","","","","","66048","","","","3/6/2026 4:37:59 AM","3/5/2026 11:36:19 PM"
"","","","","","","","","","ACC-012","Users Can Create DNS Records","","Infrastructure: Users Can Create DNS Records — DNS, time, or core service misconfiguration. Risk: each object returned is a security-relevant finding until remediated or formally accepted.","","","CN=robert.baratheon,OU=Crownlands,DC=sevenkingdoms,DC=local","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","robert.baratheon","","top","","","","","","","","","","","","","","","","","Fail","","","robert.baratheon","","","","","","medium","C:\Users\acer\Music\AD_Security_Scripts_2026-02-05\Access_Control\ACC-012_Users_Can_Create_DNS_Records\adsi.ps1","","","","","","66048","","","","3/6/2026 4:38:10 AM","3/5/2026 11:36:38 PM"
"","","","","","","","","","ACC-012","Users Can Create DNS Records","","Infrastructure: Users Can Create DNS Records — DNS, time, or core service misconfiguration. Risk: each object returned is a security-relevant finding until remediated or formally accepted.","","","CN=joffrey.baratheon,OU=Crownlands,DC=sevenkingdoms,DC=local","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","joffrey.baratheon","","top","","","","","","","","","","","","","","","","","Fail","","","joffrey.baratheon","","","","","","medium","C:\Users\acer\Music\AD_Security_Scripts_2026-02-05\Access_Control\ACC-012_Users_Can_Create_DNS_Records\adsi.ps1","","","","","","66048","","","","3/6/2026 4:38:12 AM","3/5/2026 11:36:53 PM"
"","","","","","","","","","ACC-012","Users Can Create DNS Records","","Infrastructure: Users Can Create DNS Records — DNS, time, or core service misconfiguration. Risk: each object returned is a security-relevant finding until remediated or formally accepted.","","","CN=renly.baratheon,OU=Crownlands,DC=sevenkingdoms,DC=local","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","renly.baratheon","","top","","","","","","","","","","","","","","","","","Fail","","","renly.baratheon","","","","","","medium","C:\Users\acer\Music\AD_Security_Scripts_2026-02-05\Access_Control\ACC-012_Users_Can_Create_DNS_Records\adsi.ps1","","","","","","1114624","","","","3/6/2026 4:38:16 AM","3/5/2026 11:36:59 PM"
"","","","","","","","","","ACC-012","Users Can Create DNS Records","","Infrastructure: Users Can Create DNS Records — DNS, time, or core service misconfiguration. Risk: each object returned is a security-relevant finding until remediated or formally accepted.","","","CN=stannis.baratheon,OU=Crownlands,DC=sevenkingdoms,DC=local","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","stannis.baratheon","","top","","","","","","","","","","","","","","","","","Fail","","","stannis.baratheon","","","","","","medium","C:\Users\acer\Music\AD_Security_Scripts_2026-02-05\Access_Control\ACC-012_Users_Can_Create_DNS_Records\adsi.ps1","","","","","","66048","","","","3/6/2026 4:38:18 AM","3/5/2026 11:37:13 PM"
"","","","","","","","","","ACC-012","Users Can Create DNS Records","","Infrastructure: Users Can Create DNS Records — DNS, time, or core service misconfiguration. Risk: each object returned is a security-relevant finding until remediated or formally accepted.","","","CN=petyer.baelish,OU=Crownlands,DC=sevenkingdoms,DC=local","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","petyer.baelish","","top","","","","","","","","","","","","","","","","","Fail","","","petyer.baelish","","","","","","medium","C:\Users\acer\Music\AD_Security_Scripts_2026-02-05\Access_Control\ACC-012_Users_Can_Create_DNS_Records\adsi.ps1","","","","","","66048","","","","3/6/2026 4:38:21 AM","3/5/2026 11:37:18 PM"
"","","","","","","","","","ACC-012","Users Can Create DNS Records","","Infrastructure: Users Can Create DNS Records — DNS, time, or core service misconfiguration. Risk: each object returned is a security-relevant finding until remediated or formally accepted.","","","CN=lord.varys,OU=Crownlands,DC=sevenkingdoms,DC=local","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","lord.varys","","top","","","","","","","","","","","","","","","","","Fail","","","lord.varys","","","","","","medium","C:\Users\acer\Music\AD_Security_Scripts_2026-02-05\Access_Control\ACC-012_Users_Can_Create_DNS_Records\adsi.ps1","","","","","","66048","","","","3/6/2026 4:38:28 AM","3/5/2026 11:37:33 PM"
"","","","","","","","","","ACC-012","Users Can Create DNS Records","","Infrastructure: Users Can Create DNS Records — DNS, time, or core service misconfiguration. Risk: each object returned is a security-relevant finding until remediated or formally accepted.","","","CN=maester.pycelle,OU=Crownlands,DC=sevenkingdoms,DC=local","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","maester.pycelle","","top","","","","","","","","","","","","","","","","","Fail","","","maester.pycelle","","","","","","medium","C:\Users\acer\Music\AD_Security_Scripts_2026-02-05\Access_Control\ACC-012_Users_Can_Create_DNS_Records\adsi.ps1","","","","","","66048","","","","3/6/2026 4:38:37 AM","3/5/2026 11:37:40 PM"
"","","","","","","","","","ACC-012","Users Can Create DNS Records","","Infrastructure: Users Can Create DNS Records — DNS, time, or core service misconfiguration. Risk: each object returned is a security-relevant finding until remediated or formally accepted.","","","CN=ESSOS$,CN=Users,DC=sevenkingdoms,DC=local","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ESSOS$","","top","","","","","","","","","","","","","","","","","Fail","","","ESSOS$","","","","","","medium","C:\Users\acer\Music\AD_Security_Scripts_2026-02-05\Access_Control\ACC-012_Users_Can_Create_DNS_Records\adsi.ps1","","","","","","2080","","","","3/6/2026 5:43:55 AM","3/6/2026 5:19:05 AM"
"","","","","","","","","","ACC-012","Users Can Create DNS Records","","Infrastructure: Users Can Create DNS Records — DNS, time, or core service misconfiguration. Risk: each object returned is a security-relevant finding until remediated or formally accepted.","","","CN=NORTH$,CN=Users,DC=sevenkingdoms,DC=local","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NORTH$","","top","","","","","","","","","","","","","","","","","Fail","","","NORTH$","","","","","","medium","C:\Users\acer\Music\AD_Security_Scripts_2026-02-05\Access_Control\ACC-012_Users_Can_Create_DNS_Records\adsi.ps1","","","","","","2080","","","","3/8/2026 11:11:09 AM","3/8/2026 11:11:08 AM"
"","","","","","","","","","ACC-013","GPO Folder Rights Review","","Group Policy: GPO Folder Rights Review — GPO or link may weaken security or enable persistence. Risk: each object returned is a security-relevant finding until remediated or formally accepted.","","","CN={31B2F340-016D-11D2-945F-00C04FB984F9},CN=Policies,CN=System,DC=sevenkingdoms,DC=local","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","{31B2F340-016D-11D2-945F-00C04FB984F9}","","top","","","","","","","","","","","","","","","","","Fail","","","","","","","","","medium","C:\Users\acer\Music\AD_Security_Scripts_2026-02-05\Access_Control\ACC-013_GPO_Folder_Rights_Review\adsi.ps1","","","","","","","","","","3/5/2026 11:32:33 PM","3/5/2026 11:16:12 AM"
"","","","","","","","","","ACC-013","GPO Folder Rights Review","","Group Policy: GPO Folder Rights Review — GPO or link may weaken security or enable persistence. Risk: each object returned is a security-relevant finding until remediated or formally accepted.","","","CN={6AC1786C-016F-11D2-945F-00C04fB984F9},CN=Policies,CN=System,DC=sevenkingdoms,DC=local","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","{6AC1786C-016F-11D2-945F-00C04fB984F9}","","top","","","","","","","","","","","","","","","","","Fail","","","","","","","","","medium","C:\Users\acer\Music\AD_Security_Scripts_2026-02-05\Access_Control\ACC-013_GPO_Folder_Rights_Review\adsi.ps1","","","","","","","","","","3/9/2026 11:45:51 AM","3/5/2026 11:16:12 AM"
"","","","","","","","","","ACC-014","Domain Admins Group Members","","Tier0 group: Domain Admins Group Members — privileged membership must be minimal and monitored. Risk: each object returned is a security-relevant finding until remediated or formally accepted.","","","CN=Domain Admins,CN=Users,DC=sevenkingdoms,DC=local","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Domain Admins","","top","","","","","","","","","","","","","","","","","Fail","","","Domain Admins","","","","","","high","C:\Users\acer\Music\AD_Security_Scripts_2026-02-05\Access_Control\ACC-014_Domain_Admins_Group_Members\adsi.ps1","","","","","","","","","","3/6/2026 1:58:01 AM","3/5/2026 11:22:11 AM"
"","","","","","","","","","ACC-015","Enterprise Admins Group Members","","Tier0 group: Enterprise Admins Group Members — privileged membership must be minimal and monitored. Risk: each object returned is a security-relevant finding until remediated or formally accepted.","","","CN=Enterprise Admins,CN=Users,DC=sevenkingdoms,DC=local","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enterprise Admins","","top","","","","","","","","","","","","","","","","","Fail","","","Enterprise Admins","","","","","","high","C:\Users\acer\Music\AD_Security_Scripts_2026-02-05\Access_Control\ACC-015_Enterprise_Admins_Group_Members\adsi.ps1","","","","","","","","","","3/6/2026 2:48:57 AM","3/5/2026 11:22:11 AM"
"","","","","","","","","","ACC-017","Backup Operators Group Members","","Elevated built-in group: Backup Operators Group Members — review members for privilege escalation paths. Risk: each object returned is a security-relevant finding until remediated or formally accepted.","","","CN=Backup Operators,CN=Builtin,DC=sevenkingdoms,DC=local","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Backup Operators","","top","","","","","","","","","","","","","","","","","Fail","","","Backup Operators","","","","","","medium","C:\Users\acer\Music\AD_Security_Scripts_2026-02-05\Access_Control\ACC-017_Backup_Operators_Group_Members\adsi.ps1","","","","","","","","","","3/6/2026 2:48:57 AM","3/5/2026 11:16:20 AM"
"","","","","","","","","","ACC-020","Print Operators Group Members","","Elevated built-in group: Print Operators Group Members — review members for privilege escalation paths. Risk: each object returned is a security-relevant finding until remediated or formally accepted.","","","CN=Print Operators,CN=Builtin,DC=sevenkingdoms,DC=local","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Print Operators","","top","","","","","","","","","","","","","","","","","Fail","","","Print Operators","","","","","","medium","C:\Users\acer\Music\AD_Security_Scripts_2026-02-05\Access_Control\ACC-020_Print_Operators_Group_Members\adsi.ps1","","","","","","","","","","3/6/2026 2:48:57 AM","3/5/2026 11:16:20 AM"
